Timestamp,CPU1 (%),CPU2 (%),CPU3 (%),CPU4 (%),GPU (%),Temp SOC0 (°C),Temp CPU (°C),Temp GPU (°C)
2025-04-22 03:35:12,61,75,58,64,0.0,46.312,47.156,47.656
2025-04-22 03:35:26,58,58,68,59,50.8,46.437,47.031,47.312
2025-04-22 03:35:38,58,59,64,63,57.3,46.406,47.031,47.593
2025-04-22 03:35:51,64,53,61,62,0.0,46.25,46.843,47.343
2025-04-22 03:36:03,57,61,59,61,4.6,46.25,46.906,47.25
2025-04-22 03:36:15,72,63,60,60,0.0,46.375,46.906,47.218
2025-04-22 03:36:28,62,69,56,65,21.2,46.343,47.125,47.375
2025-04-22 03:36:40,57,63,57,60,0.0,46.312,46.718,47.312
2025-04-22 03:36:53,67,72,61,57,57.1,46.437,47.312,47.25
2025-04-22 03:37:06,65,86,54,64,0.0,46.375,46.781,47.343
2025-04-22 03:37:19,61,70,51,57,59.6,46.25,46.812,47.343
2025-04-22 03:37:32,56,55,60,68,1.3,46.218,46.718,47.343
2025-04-22 03:37:44,60,58,57,60,25.4,46.218,47.062,47.375
2025-04-22 03:37:58,68,61,64,59,0.0,46.281,46.906,47.218
2025-04-22 03:38:10,62,74,61,61,15.7,46.25,47.0,47.25
2025-04-22 03:38:22,68,64,60,61,7.4,46.312,46.937,47.593
2025-04-22 03:38:37,68,59,64,62,60.7,46.187,46.718,47.187
2025-04-22 03:38:50,58,74,64,65,9.7,46.218,47.0,47.5
2025-04-22 03:39:02,71,73,61,68,0.0,46.375,46.843,47.625
2025-04-22 03:39:15,66,56,65,64,7.8,46.468,46.875,47.312
2025-04-22 03:39:27,65,58,56,62,0.0,46.281,46.593,47.343
2025-04-22 03:39:39,72,60,63,64,0.0,46.468,46.812,47.468
2025-04-22 03:39:55,65,69,64,65,0.0,46.25,46.812,47.5
2025-04-22 03:40:08,75,69,72,74,0.0,46.5,47.062,47.406
2025-04-22 03:40:22,61,59,65,55,0.0,46.343,46.906,47.437
2025-04-22 03:40:33,70,61,70,60,40.5,46.218,46.937,47.25
2025-04-22 03:40:46,60,58,70,56,36.8,46.25,47.187,47.625
2025-04-22 03:40:59,69,55,60,79,0.0,46.437,46.968,47.437
2025-04-22 03:41:11,66,63,54,54,42.9,46.406,47.0,47.218
2025-04-22 03:41:23,68,66,48,54,0.0,46.281,47.031,47.687
2025-04-22 03:41:36,64,59,57,65,51.2,46.25,46.843,47.5
2025-04-22 03:41:49,68,57,58,70,5.5,46.406,47.156,47.312
2025-04-22 03:42:02,64,61,60,64,41.6,46.218,46.968,47.593
2025-04-22 03:42:16,61,59,64,65,0.0,46.375,47.312,47.218
2025-04-22 03:42:32,83,74,73,80,0.0,46.218,47.156,47.531
2025-04-22 03:42:43,72,64,59,55,30.1,46.218,47.156,47.625
2025-04-22 03:42:57,61,76,60,60,0.0,46.437,46.718,47.343
2025-04-22 03:43:09,59,61,61,56,40.0,46.406,46.656,47.75
2025-04-22 03:43:22,55,57,67,60,0.0,46.281,46.75,47.125
2025-04-22 03:43:34,68,71,55,56,57.4,46.468,46.875,47.343
2025-04-22 03:43:47,62,62,57,56,52.4,46.343,46.875,47.468
2025-04-22 03:44:01,69,67,62,59,0.0,46.375,46.843,47.562
2025-04-22 03:44:15,66,68,64,69,0.0,46.218,47.187,47.437
2025-04-22 03:44:33,85,65,62,68,36.0,46.218,47.156,47.281
2025-04-22 03:44:45,64,61,56,59,0.0,46.156,46.718,47.218
2025-04-22 03:44:58,60,62,69,63,0.0,46.25,46.718,47.281
2025-04-22 03:45:10,62,65,59,53,42.5,46.406,46.781,47.25
2025-04-22 03:45:22,64,62,54,61,9.8,46.343,46.906,47.375
2025-04-22 03:45:36,59,66,68,63,0.0,46.468,47.0,47.25
2025-04-22 03:45:48,67,59,58,67,0.0,46.281,47.156,47.343
2025-04-22 03:46:02,62,63,65,65,11.4,46.25,47.125,47.343
2025-04-22 03:46:15,70,60,66,65,7.6,46.281,46.906,47.218
2025-04-22 03:46:27,61,56,65,70,7.5,46.281,46.968,47.281
2025-04-22 03:46:40,50,57,56,69,0.0,46.281,46.937,47.5
2025-04-22 03:46:53,56,60,68,62,4.8,46.187,46.718,47.343
2025-04-22 03:47:06,64,61,66,72,50.0,46.5,46.875,47.562
2025-04-22 03:47:18,68,57,66,58,40.6,46.312,46.843,47.343
2025-04-22 03:47:31,67,60,66,58,0.0,46.218,47.187,47.25
2025-04-22 03:47:44,67,63,69,66,0.0,46.406,46.593,47.375
2025-04-22 03:47:58,68,62,52,66,18.8,46.281,46.812,47.187
2025-04-22 03:48:11,63,60,64,58,25.2,46.375,46.812,47.281
2025-04-22 03:48:23,63,63,59,66,0.0,46.312,46.656,47.468
2025-04-22 03:48:39,64,69,72,73,0.0,46.218,47.031,47.281
2025-04-22 03:48:54,74,63,65,59,0.0,46.312,46.781,47.531
2025-04-22 03:49:06,58,53,80,56,0.0,46.281,47.187,47.531
2025-04-22 03:49:20,62,59,72,67,19.1,46.187,46.875,47.343
2025-04-22 03:49:32,66,75,61,65,0.0,46.5,47.031,47.187
2025-04-22 03:49:48,70,56,62,60,67.1,46.218,47.343,47.343
2025-04-22 03:50:01,58,65,65,63,9.0,46.187,46.812,47.343
2025-04-22 03:50:13,66,67,68,71,0.0,46.218,47.156,47.625
2025-04-22 03:50:26,58,62,63,69,0.0,46.218,47.062,47.343
2025-04-22 03:50:38,54,54,68,62,0.0,46.218,46.562,47.25
2025-04-22 03:50:50,69,65,61,62,5.5,46.312,46.968,47.218
2025-04-22 03:51:03,64,52,73,62,0.0,46.468,46.968,47.281
2025-04-22 03:51:15,62,66,67,62,0.0,46.312,47.062,47.468
2025-04-22 03:51:30,58,62,61,63,39.0,46.218,47.031,47.562
2025-04-22 03:51:42,73,74,68,64,0.0,46.437,47.031,47.25
2025-04-22 03:51:55,69,65,64,62,0.0,46.187,46.968,47.343
2025-04-22 03:52:09,61,64,63,58,0.0,46.312,47.0,47.281
2025-04-22 03:52:22,70,68,64,65,0.0,46.437,47.031,47.656
2025-04-22 03:52:37,68,63,59,61,0.0,46.187,46.75,47.25
2025-04-22 03:52:52,69,66,58,60,57.3,46.312,47.031,47.406
2025-04-22 03:53:06,56,64,66,64,53.9,46.281,46.687,47.312
2025-04-22 03:53:21,63,67,67,58,0.0,46.312,47.031,47.343
2025-04-22 03:53:33,69,74,68,67,0.0,46.375,47.25,47.343
2025-04-22 03:53:47,62,61,66,70,0.0,46.406,46.906,47.218
2025-04-22 03:54:01,63,54,68,65,0.0,46.187,46.968,47.625
2025-04-22 03:54:19,64,63,64,63,0.0,46.5,47.062,47.343
2025-04-22 03:54:32,66,61,60,65,0.0,46.375,47.312,47.656
2025-04-22 03:54:54,65,68,63,70,0.0,46.281,46.906,47.5
2025-04-22 03:55:07,64,72,69,68,0.0,46.156,47.062,47.375
2025-04-22 03:55:21,69,65,63,68,0.0,46.25,47.156,47.437
2025-04-22 03:55:37,64,60,70,62,0.0,46.531,47.031,47.312
2025-04-22 03:55:50,81,83,78,76,0.0,46.25,46.75,47.25
2025-04-22 03:56:13,76,77,74,76,0.0,46.343,47.218,47.781
2025-04-22 03:56:26,70,73,80,77,0.0,46.468,47.468,47.875
2025-04-22 03:56:45,80,80,80,74,0.0,46.468,47.125,47.812
2025-04-22 03:56:59,85,85,87,87,0.0,46.593,47.406,47.531
2025-04-22 03:57:12,74,74,74,77,0.0,46.937,47.562,47.5
2025-04-22 03:57:31,78,74,76,75,0.0,46.687,47.843,47.687
2025-04-22 03:57:44,81,76,77,70,0.0,46.75,47.5,47.781
2025-04-22 03:58:05,79,78,74,72,0.0,46.75,47.562,48.062
2025-04-22 03:58:17,79,78,75,70,0.0,46.968,47.843,47.656
2025-04-22 03:58:37,78,77,71,76,0.0,46.75,47.468,47.687
2025-04-22 03:58:58,84,86,62,74,0.0,46.968,47.562,47.812
2025-04-22 03:59:11,71,77,77,70,0.0,46.75,47.562,48.062
2025-04-22 03:59:28,82,83,80,86,0.0,46.906,47.468,47.812
2025-04-22 03:59:49,83,83,84,90,0.0,46.625,47.75,47.812
2025-04-22 04:00:10,81,71,74,86,0.0,46.75,47.562,48.031
2025-04-22 04:00:30,81,80,75,82,0.0,46.781,47.656,47.812
2025-04-22 04:00:44,79,77,79,81,0.0,46.843,47.593,48.125
2025-04-22 04:00:56,82,83,82,86,0.0,46.718,47.718,47.812
2025-04-22 04:01:18,73,69,79,78,0.0,46.781,47.875,47.812
2025-04-22 04:01:32,73,75,73,72,0.0,46.781,48.031,47.812
2025-04-22 04:01:58,77,80,75,82,0.0,46.718,47.781,47.718
2025-04-22 04:02:10,84,75,72,79,0.0,46.75,47.781,47.781
2025-04-22 04:02:32,73,72,71,77,0.0,46.781,47.593,47.812
2025-04-22 04:02:56,80,75,80,78,0.0,46.718,47.75,47.812
2025-04-22 04:03:11,71,77,66,74,0.0,46.781,47.562,47.937
2025-04-22 04:03:38,75,75,85,74,0.0,46.75,47.656,47.812
2025-04-22 04:03:53,74,72,80,80,0.0,46.843,47.625,47.843
2025-04-22 04:04:15,54,61,58,84,0.0,46.718,47.687,47.812
2025-04-22 04:04:41,74,91,83,71,0.0,46.718,47.562,47.781
2025-04-22 04:04:53,77,81,82,69,0.0,46.75,47.812,47.906
2025-04-22 04:05:19,73,77,68,72,0.0,46.937,47.812,47.75
2025-04-22 04:05:38,71,74,74,75,0.0,46.968,47.875,48.125
2025-04-22 04:05:51,70,75,68,67,0.0,46.718,47.531,47.812
2025-04-22 04:06:16,74,71,76,73,0.0,46.875,47.875,47.718
2025-04-22 04:06:40,80,75,74,78,0.0,46.781,47.906,47.843
2025-04-22 04:06:53,79,72,75,77,0.0,46.937,47.656,47.75
2025-04-22 04:07:13,78,54,67,60,0.0,46.812,47.968,47.812
2025-04-22 04:07:27,82,80,82,81,0.0,46.718,47.75,47.968
2025-04-22 04:07:41,77,75,81,82,0.0,46.812,47.625,47.75
2025-04-22 04:08:03,72,76,74,76,0.0,46.937,47.906,47.812
2025-04-22 04:08:22,76,79,75,71,0.0,46.937,48.125,47.843
2025-04-22 04:08:37,75,80,82,75,0.0,46.812,47.531,47.875
2025-04-22 04:08:52,74,70,77,77,0.0,46.937,47.593,48.187
2025-04-22 04:09:05,79,75,79,80,0.0,46.812,47.812,47.75
2025-04-22 04:09:27,73,79,73,70,0.0,46.718,47.781,48.156
2025-04-22 04:09:41,81,77,78,72,0.0,46.75,47.562,47.843
2025-04-22 04:10:07,74,77,74,70,0.0,46.75,47.75,48.062
2025-04-22 04:10:26,80,78,73,80,0.0,46.781,47.718,47.781
2025-04-22 04:10:41,80,79,79,76,0.0,46.781,47.562,47.718
2025-04-22 04:11:05,71,72,75,73,0.0,46.718,47.562,47.843
2025-04-22 04:11:18,74,74,74,77,0.0,46.75,47.687,47.937
2025-04-22 04:11:39,74,75,82,75,0.0,46.75,47.562,47.812
2025-04-22 04:11:53,83,85,77,76,0.0,46.781,47.531,47.812
2025-04-22 04:12:20,76,79,77,82,0.0,46.843,47.562,47.906
2025-04-22 04:12:33,81,73,76,82,0.0,46.781,47.875,48.031
2025-04-22 04:12:59,69,80,70,71,0.0,47.0,47.906,47.687
2025-04-22 04:13:13,60,65,69,66,0.0,46.75,46.906,48.031
2025-04-22 04:13:25,65,69,70,79,0.0,46.968,47.531,48.125
2025-04-22 04:13:50,78,77,79,79,0.0,46.75,47.687,47.75
2025-04-22 04:14:12,75,74,75,80,0.0,46.718,47.687,47.718
2025-04-22 04:14:26,84,76,79,86,0.0,46.718,47.562,48.156
2025-04-22 04:14:55,70,74,75,83,0.0,46.718,47.437,47.812
2025-04-22 04:15:07,79,75,79,78,0.0,46.75,47.5,47.718
2025-04-22 04:15:32,78,82,85,90,0.0,46.75,47.718,47.906
2025-04-22 04:15:48,80,66,67,77,6.4,46.718,47.625,47.843
2025-04-22 04:16:12,81,78,78,80,0.0,46.812,47.625,47.75
2025-04-22 04:16:25,72,75,80,80,0.0,46.625,47.468,47.687
2025-04-22 04:16:47,80,69,73,75,0.0,46.843,47.843,47.593
2025-04-22 04:17:01,74,72,74,71,0.0,46.656,48.0,47.875
2025-04-22 04:17:23,82,76,77,78,0.0,46.843,47.562,48.187
2025-04-22 04:17:37,85,79,86,86,0.0,46.906,47.531,47.812
2025-04-22 04:17:59,82,76,69,73,0.0,46.687,47.656,48.156
2025-04-22 04:18:18,72,78,70,79,0.0,46.906,47.531,47.781
2025-04-22 04:18:43,75,75,75,81,0.0,46.656,47.531,47.843
2025-04-22 04:18:57,77,69,76,81,0.0,46.906,47.75,47.843
2025-04-22 04:19:22,79,76,75,81,0.0,46.75,47.937,48.0
2025-04-22 04:19:47,72,75,74,75,0.0,46.687,47.718,47.875
2025-04-22 04:20:06,75,74,81,80,0.0,46.812,47.562,48.093
2025-04-22 04:20:27,70,72,82,78,0.0,46.875,47.843,47.812
2025-04-22 04:20:40,77,80,79,67,0.0,46.812,47.406,48.281
2025-04-22 04:21:07,77,77,78,77,0.0,46.781,47.625,47.718
2025-04-22 04:21:24,74,81,69,75,0.0,46.656,47.562,48.093
2025-04-22 04:21:54,77,81,79,80,0.0,46.75,47.75,47.875
2025-04-22 04:22:09,80,76,72,78,0.0,46.75,47.562,47.687
2025-04-22 04:22:39,72,69,77,72,0.0,46.781,47.5,47.968
2025-04-22 04:22:58,75,76,69,67,0.0,46.906,47.781,47.812
2025-04-22 04:23:11,81,76,78,76,33.8,46.656,47.625,47.718
2025-04-22 04:23:39,80,81,80,72,0.0,46.812,47.718,47.656
2025-04-22 04:24:03,75,78,70,79,0.0,46.687,48.062,47.812
2025-04-22 04:24:32,74,74,72,80,0.0,46.875,47.437,47.75
2025-04-22 04:24:57,80,78,75,75,0.0,46.656,47.625,47.75
2025-04-22 04:25:22,84,78,84,76,0.0,46.718,47.875,47.781
2025-04-22 04:25:42,78,82,83,78,0.0,46.75,47.5,47.812
2025-04-22 04:25:55,80,84,75,72,0.0,46.906,47.406,48.093
2025-04-22 04:26:13,81,89,90,82,0.0,46.843,47.812,47.812
2025-04-22 04:26:39,79,78,74,74,0.0,46.718,47.562,47.812
2025-04-22 04:27:04,83,79,73,80,0.0,46.718,47.687,47.906
2025-04-22 04:27:29,79,79,83,81,0.0,46.812,47.625,47.906
2025-04-22 04:27:57,79,74,79,79,0.0,46.906,47.875,48.187
2025-04-22 04:28:16,82,80,80,79,0.0,46.625,47.5,47.656
2025-04-22 04:28:45,76,77,79,80,0.0,46.843,47.843,47.843
2025-04-22 04:29:07,83,74,79,77,47.3,46.937,47.687,47.718
2025-04-22 04:29:33,82,87,87,84,0.0,46.687,47.687,47.812
2025-04-22 04:30:02,81,78,83,80,24.2,46.75,47.562,47.812
2025-04-22 04:30:15,69,71,69,79,0.0,46.781,47.562,47.687
2025-04-22 04:30:29,84,82,78,75,0.0,46.687,47.937,47.75
2025-04-22 04:30:53,79,86,76,83,0.0,46.812,47.625,47.656
2025-04-22 04:31:22,81,75,75,80,0.0,46.875,47.625,47.75
2025-04-22 04:31:35,82,80,77,83,0.0,46.781,47.468,47.812
2025-04-22 04:32:05,77,75,76,79,0.0,46.687,47.593,47.656
2025-04-22 04:32:32,71,67,84,72,0.0,46.937,47.656,47.687
2025-04-22 04:32:50,72,74,81,82,0.0,46.781,47.5,47.625
2025-04-22 04:33:16,76,76,69,75,42.2,46.75,47.562,47.781
2025-04-22 04:33:42,83,82,82,75,0.0,46.812,47.656,47.812
2025-04-22 04:34:06,79,76,75,78,0.0,46.875,47.531,48.062
2025-04-22 04:34:35,75,72,74,79,0.0,46.75,47.687,47.968
2025-04-22 04:34:53,80,73,83,84,0.0,46.812,47.687,47.812
2025-04-22 04:35:24,77,82,83,84,0.0,46.781,47.718,48.093
2025-04-22 04:35:37,80,73,75,84,0.0,46.875,47.437,47.687
2025-04-22 04:36:04,78,83,70,73,0.0,46.906,47.656,47.781
2025-04-22 04:36:28,78,71,78,77,0.0,46.843,47.687,47.687
2025-04-22 04:36:57,79,82,83,82,0.0,46.906,47.656,48.218
2025-04-22 04:37:29,77,78,80,66,0.0,46.687,47.687,47.656
2025-04-22 04:37:48,85,72,80,79,0.0,46.875,47.562,47.812
2025-04-22 04:38:09,72,74,81,76,0.0,46.812,47.843,47.875
2025-04-22 04:38:27,78,78,77,79,0.0,46.937,47.531,47.656
2025-04-22 04:38:56,66,71,72,81,0.0,46.781,47.656,47.968
2025-04-22 04:39:15,74,75,73,71,0.0,46.937,47.718,47.968
2025-04-22 04:39:42,75,77,73,80,0.0,46.656,47.531,47.75
2025-04-22 04:40:02,79,81,80,84,0.0,46.687,47.562,47.937
2025-04-22 04:40:37,80,77,77,74,0.0,46.75,47.656,47.906
2025-04-22 04:41:04,75,77,78,82,0.0,46.718,47.656,47.875
2025-04-22 04:41:29,85,86,79,82,0.0,46.593,47.562,47.656
2025-04-22 04:41:46,89,83,81,82,0.0,46.625,47.625,47.781
2025-04-22 04:42:18,72,75,79,70,0.0,46.75,47.593,47.812
2025-04-22 04:42:37,61,68,67,76,0.0,46.75,47.531,47.75
2025-04-22 04:42:56,70,69,76,78,0.0,46.843,47.562,47.687
2025-04-22 04:43:13,74,75,77,78,0.0,46.718,47.531,48.125
2025-04-22 04:43:39,80,67,69,67,48.7,46.781,47.812,48.156
2025-04-22 04:43:54,76,71,66,66,0.0,46.687,47.718,47.906
2025-04-22 04:44:17,81,72,79,75,0.0,46.875,47.906,47.781
2025-04-22 04:44:43,79,74,79,84,0.0,46.625,47.812,47.843
2025-04-22 04:45:13,84,81,76,79,0.0,46.812,47.593,47.906
2025-04-22 04:45:30,81,71,76,77,0.0,46.687,47.531,47.843
2025-04-22 04:46:02,67,73,72,79,0.0,46.718,47.593,48.093
2025-04-22 04:46:24,86,82,77,82,0.0,46.906,47.468,48.062
2025-04-22 04:46:49,74,74,79,77,0.0,46.687,47.468,47.968
2025-04-22 04:47:11,79,70,76,70,19.6,46.781,47.562,48.156
2025-04-22 04:47:40,80,79,74,78,58.4,46.906,47.75,47.781
2025-04-22 04:48:13,78,75,82,75,0.0,46.718,47.718,47.812
2025-04-22 04:48:44,79,80,78,77,0.0,46.781,47.562,47.812
2025-04-22 04:49:13,78,84,83,82,0.0,46.718,47.656,47.812
2025-04-22 04:49:37,84,79,78,78,0.0,46.875,47.656,47.625
2025-04-22 04:50:08,85,86,81,78,0.0,46.75,47.593,47.968
2025-04-22 04:50:45,78,75,78,69,0.0,46.687,47.562,47.656
2025-04-22 04:51:15,79,79,81,78,0.0,46.625,47.5,47.718
2025-04-22 04:51:47,75,71,78,78,0.0,46.843,47.5,47.937
2025-04-22 04:52:21,80,79,75,76,0.0,46.656,47.875,47.656
2025-04-22 04:52:53,75,76,76,78,0.0,46.687,47.718,48.125
2025-04-22 04:53:21,81,85,81,80,0.0,46.843,47.656,47.781
2025-04-22 04:53:41,56,78,78,69,0.0,46.812,47.718,47.812
2025-04-22 04:54:03,85,81,80,77,0.0,46.843,47.843,47.718
2025-04-22 04:54:37,90,87,73,84,0.0,46.625,47.593,47.625
